Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo,Car_Age
761.0,TOYOTA,Prius,2010,Jeep,1,Hybrid,,256966,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,12,,10
1017.0,KIA,Optima,2017,Sedan,1,Petrol,,44800,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Black,10,,3
891.0,HYUNDAI,Tucson,2016,Jeep,1,Diesel,,41674,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,4
645.0,TOYOTA,Prius,2011,Hatchback,1,Hybrid,,121000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,7,,9
1091.0,TOYOTA,RAV 4,2016,Jeep,1,Petrol,,95762,4,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,4
781.0,VOLKSWAGEN,Jetta,2012,Sedan,1,Petrol,,78000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,8,,8
0.0001,TOYOTA,Camry,2012,Sedan,1,Petrol,,64000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,8
1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,,186005,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Silver,12,,10
1178.0,HYUNDAI,Santa FE,2018,Jeep,1,Diesel,,5964,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,2
0.0001,HONDA,FIT,2014,Hatchback,1,Hybrid,,119000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Silver,8,,6
690.0,LEXUS,RX 450,2016,Jeep,1,Hybrid,,0,6,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,4
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,51865,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,5
639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,,402881,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
447.0,HONDA,FIT,2013,Hatchback,1,Petrol,,110467,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,7
1811.0,LEXUS,GX 460,2010,Jeep,1,Petrol,,133000,8,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Silver,10,,10
934.0,TOYOTA,Camry,2015,Sedan,0,Petrol,,178000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,5
1099.0,SSANGYONG,REXTON,2010,Jeep,1,Diesel,,93376,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,10
394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,130478,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,6
730.0,SSANGYONG,Actyon,2016,Jeep,1,Diesel,,68942,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
891.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,,147786,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
1016.0,KIA,Optima,2017,Sedan,1,Petrol,,30087,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,3
382.0,HONDA,FIT,2017,Universal,1,Hybrid,,22099,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,3
1324.0,TOYOTA,Highlander,2010,Jeep,1,Hybrid,,300366,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Blue,12,,10
638.0,KIA,Optima,2014,Sedan,1,Petrol,,45984,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,6
1360.0,LEXUS,GX 460,2013,Jeep,1,Petrol,,179000,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,10,,7
0.0001,TOYOTA,Camry,2010,Sedan,0,Petrol,,264000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Black,0,,10
761.0,TOYOTA,Prius,2010,Sedan,0,Hybrid,,260000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,6,,10
690.0,LEXUS,RX 450,2016,Jeep,1,Hybrid,,59858,6,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,4
779.0,TOYOTA,Camry,2013,Sedan,1,Petrol,,167045,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,7
0.0001,HONDA,FIT,2013,Hatchback,0,Hybrid,,118507,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,White,4,,7
0.0001,FORD,Transit,2001,Microbus,1,Diesel,2.4,240000,6,Manual,Rear,2026-05-04 00:00:00,Left wheel,White,0,1.0,19
503.0,HONDA,FIT,2012,Jeep,1,Petrol,,277856,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,0,,8
779.0,TOYOTA,Camry,2013,Sedan,0,Petrol,,10000,6,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,15,,7
770.0,HYUNDAI,Tucson,2016,Jeep,1,Diesel,,100267,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
505.0,FORD,Fusion,2018,Sedan,1,Hybrid,,28813,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,12,,2
878.0,TOYOTA,Prius,2009,Sedan,0,Hybrid,,200000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Silver,0,,11
609.0,TOYOTA,Camry,2018,Sedan,1,Hybrid,,35058,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,2
0.0001,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,,117000,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,Silver,4,,8
934.0,HYUNDAI,H1,2015,Universal,1,Diesel,,40593,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,5
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,539937,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,5
777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,117466,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,6
764.0,KIA,Optima,2015,Sedan,1,Petrol,,35336,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,5
730.0,SSANGYONG,Actyon,2016,Jeep,1,Petrol,,76398,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
503.0,HONDA,Civic,2012,Sedan,1,Hybrid,,272189,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,0,,8
1528.0,FORD,Transit,2007,Microbus,0,Diesel,,168000,4,Manual,Rear,2026-05-04 00:00:00,Left wheel,White,2,,13
0.0001,TOYOTA,Prius,2011,Sedan,0,Petrol,,150000,4,Variator,Rear,2026-05-04 00:00:00,Left wheel,Black,10,,9
707.0,HYUNDAI,H1,2011,Microbus,1,Diesel,,55622,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,9
919.0,MERCEDES-BENZ,ML 350,2012,Jeep,1,Diesel,,271701,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,White,12,,8
730.0,SSANGYONG,Actyon,2016,Jeep,1,Diesel,,112804,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
640.0,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,,128197,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,7
1091.0,HYUNDAI,H1,2016,Minivan,1,Diesel,,135884,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
781.0,TOYOTA,RAV 4,2012,Sedan,0,Petrol,,76000,4,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Silver,8,,8
394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,115312,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,6
891.0,HYUNDAI,Sonata,2016,Sedan,1,Petrol,,112161,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
880.0,HYUNDAI,Elantra,2018,Sedan,1,Petrol,,20388,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,2
831.0,HYUNDAI,Sonata,2011,Sedan,1,Hybrid,,142741,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,0,,9
687.0,HYUNDAI,Elantra,2010,Sedan,1,Petrol,,128965,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,10
777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,86227,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
765.0,HYUNDAI,Santa FE,2015,Jeep,1,Diesel,,88829,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,5
765.0,HYUNDAI,Tucson,2015,Jeep,1,Diesel,,51722,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,5
518.0,TOYOTA,Camry,2016,Jeep,1,Hybrid,,39741,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,4
836.0,HYUNDAI,Sonata,2010,Sedan,1,Petrol,,63655,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,10
639.0,HYUNDAI,Tucson,2014,Jeep,1,Diesel,,117436,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,6
836.0,HYUNDAI,Tucson,2010,Jeep,1,Diesel,,142264,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,10
891.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,,64691,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
353.0,TOYOTA,Prius,2015,Hatchback,1,Hybrid,,67074,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,5
0.0001,TOYOTA,Prius,2015,Hatchback,1,Hybrid,,1000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,5
777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,151780,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
502.0,HONDA,FIT,2013,Hatchback,1,Petrol,,170466,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,7
640.0,HYUNDAI,Sonata,2013,Sedan,1,Petrol,,162558,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,7
0.0001,TOYOTA,Prius,2012,Hatchback,0,Hybrid,,171200,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,9,,8
0.0001,TOYOTA,Prius,2011,Sedan,0,Hybrid,,130000,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,White,4,,9
0.0001,TOYOTA,Prius,2012,Sedan,0,Petrol,,123000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,6,,8
687.0,HYUNDAI,Elantra,2010,Sedan,1,Petrol,,132967,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,10
442.0,TOYOTA,Prius,2017,Hatchback,1,Hybrid,,45488,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,3
642.0,HYUNDAI,Sonata,2012,Sedan,1,LPG,,36545,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,8
777.0,TOYOTA,Camry,2014,Sedan,1,Petrol,,107000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,6
0.0001,BMW,X5,2002,Sedan,1,Petrol,3.0,321430,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Grey,8,1.0,18
764.0,KIA,Optima,2015,Sedan,1,Petrol,,33985,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,5
1324.0,TOYOTA,Highlander,2010,Jeep,1,Hybrid,,300366,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Blue,12,,10
1172.0,TOYOTA,Highlander,2011,Jeep,1,Hybrid,,342622,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,9
1017.0,HYUNDAI,Santa FE,2017,Jeep,1,Diesel,,101515,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,3
765.0,HYUNDAI,Santa FE,2015,Jeep,1,Diesel,,148387,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,5
0.0001,BMW,X5,2013,Jeep,1,Diesel,3.0,121000,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Grey,12,1.0,7
730.0,HYUNDAI,Elantra,2016,Sedan,1,Petrol,,32595,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,4
562.0,CHEVROLET,Cruze,2015,Sedan,1,Petrol,,167317,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,12,,5
353.0,TOYOTA,Prius,2015,Hatchback,1,Hybrid,,123778,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,5
583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,,76462,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,9
0.0001,TOYOTA,Aqua,2013,Hatchback,1,Hybrid,,143000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Blue,6,,7
639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,,564538,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,6
629.0,HYUNDAI,Elantra,2015,Sedan,1,Petrol,,47562,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,5
1076.0,HYUNDAI,Santa FE,2020,Jeep,1,Diesel,,4654,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,0
641.0,CHEVROLET,Cruze,2012,Sedan,1,Diesel,,52312,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,8
1537.0,TOYOTA,Highlander,2009,Jeep,1,Hybrid,,251278,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Green,12,,11
1185.0,HYUNDAI,H1,2009,Minivan,1,Diesel,,165302,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,11
1598.0,MERCEDES-BENZ,E 350,2008,Sedan,1,Diesel,,175614,6,Automatic,Rear,2026-05-04 00:00:00,Left wheel,Black,12,,12
1047.0,HYUNDAI,Elantra,2007,Sedan,1,Petrol,,117771,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,13
1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,,249112,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Grey,0,,10
777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,51155,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,6
779.0,TOYOTA,Camry,2013,Sedan,0,Petrol,,22400,5,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,8,,7
607.0,TOYOTA,Camry,2019,Sedan,1,Hybrid,,9626,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,1
911.0,HYUNDAI,Santa FE,2010,Jeep,1,Diesel,,68558,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,10
640.0,FORD,Fusion,2013,Sedan,0,Hybrid,,178000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Grey,10,,7
308.0,TOYOTA,Prius,2014,Sedan,0,Hybrid,,160000,4,Automatic,4x4,2026-05-04 00:00:00,Left wheel,White,4,,6
640.0,VOLKSWAGEN,Jetta,2013,Sedan,1,Diesel,,189949,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,7
934.0,FORD,Fusion,2015,Sedan,0,Petrol,,96000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Silver,10,,5
810.0,HYUNDAI,Elantra,2016,Sedan,1,Petrol,,133437,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Brown,12,,4
765.0,HYUNDAI,Santa FE,2015,Jeep,1,Diesel,,147542,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,5
779.0,TOYOTA,Camry,2013,Sedan,0,Petrol,,204800,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Green,0,,7
779.0,TOYOTA,Camry,2013,Sedan,1,Hybrid,,136861,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,0,,7
531.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,,107179,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,8
1017.0,HYUNDAI,Tucson,2017,Jeep,1,Diesel,,137967,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,3
583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,,154900,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,9
1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,,167222,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,10
0.0001,HYUNDAI,Tucson,2007,Jeep,1,Petrol,,199000,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Black,6,,13
0.0001,TOYOTA,Prius,2011,Hatchback,0,Petrol,,137000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,White,6,,9
1077.0,HYUNDAI,Tucson,2019,Jeep,1,Diesel,,1217,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,1
0.0001,HYUNDAI,Sonata,2011,Sedan,1,Petrol,,0,1,Tiptronic,Rear,2026-05-04 00:00:00,Left wheel,Silver,12,,9
765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,145744,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,4,,5
891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,,514781,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,4
0.0001,TOYOTA,Camry,2016,Sedan,1,Petrol,,4000,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,6,,4
1141.0,TOYOTA,Camry,2009,Sedan,0,Petrol,,125000,4,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Golden,4,,11
836.0,HYUNDAI,Santa FE,2010,Jeep,1,Diesel,,243551,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,10
503.0,HONDA,Civic,2012,Sedan,1,Hybrid,,142000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,8,,8
1091.0,TOYOTA,RAV 4,2016,Jeep,1,Petrol,,0,4,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Red,12,,4
781.0,TOYOTA,Camry,2012,Sedan,1,Petrol,,13800,6,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Blue,12,,8
1018.0,BMW,X5,2011,Jeep,1,Diesel,,213195,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Brown,12,,9
0.0001,VOLKSWAGEN,Jetta,2013,Sedan,0,Petrol,,94400,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Black,8,,7
0.0001,HONDA,Civic,2002,Hatchback,0,Petrol,,157000,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,Carnelian red,4,,18
0.0001,BMW,X5,2008,Jeep,1,Petrol,3.0,208000,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Blue,8,1.0,12
1708.0,SSANGYONG,REXTON,2007,Jeep,1,Diesel,,75813,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,13
738.0,CHEVROLET,Cruze,2017,Hatchback,0,Petrol,1.4,66000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Silver,8,1.0,3
843.0,TOYOTA,Prius,2008,Sedan,0,Hybrid,,184000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,White,8,,12
0.0001,TOYOTA,Camry,2015,Sedan,1,Hybrid,,163000,6,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,0,,5
746.0,TOYOTA,Prius,2009,Sedan,1,Hybrid,,142426,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,11
1249.0,HYUNDAI,H1,2017,Universal,1,Diesel,,143629,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,3
1091.0,HYUNDAI,H1,2016,Minivan,1,Diesel,,120000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,4
1268.0,TOYOTA,Aqua,2012,Hatchback,1,Hybrid,,160000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Orange,2,,8
1935.0,LEXUS,GX 460,2016,Jeep,1,Petrol,,155976,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,White,0,,4
746.0,TOYOTA,Prius,2009,Hatchback,1,Hybrid,,173213,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,11
0.0001,HONDA,Civic,1992,Sedan,0,Petrol,,0,4,Manual,Front,2026-05-04 00:00:00,Left wheel,White,0,,28
0.0001,KIA,Optima,2012,Sedan,0,Petrol,,178528,6,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Brown,0,,8
836.0,SSANGYONG,Actyon,2010,Jeep,1,Diesel,,118133,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
583.0,HYUNDAI,Elantra,2011,Sedan,1,Petrol,,119921,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,9
986.0,TOYOTA,Camry,2010,Sedan,1,Hybrid,,129170,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,10
891.0,HYUNDAI,Tucson,2016,Jeep,1,Diesel,,42765,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,,354569,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,4
1249.0,HYUNDAI,H1,2017,Universal,1,Diesel,,39071,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,3
0.0001,HONDA,FIT,2005,Hatchback,0,Petrol,,157000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Silver,4,,15
1099.0,SSANGYONG,REXTON,2010,Jeep,1,Diesel,,181385,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
0.0001,HONDA,FIT,2004,Hatchback,0,Petrol,,229000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Blue,2,,16
0.0001,HONDA,FIT,2003,Hatchback,0,Petrol,,120000,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,Beige,0,,17
639.0,HYUNDAI,Santa FE,2014,Jeep,1,Diesel,,163472,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,6
0.0001,TOYOTA,Prius,2013,Sedan,0,Petrol,,128000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,8,,7
502.0,TOYOTA,Aqua,2013,Hatchback,1,Petrol,,86262,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,7
528.0,HYUNDAI,Elantra,2014,Sedan,1,Diesel,,133480,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,6
1850.0,MERCEDES-BENZ,E 350,2008,Sedan,1,Diesel,,494317,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,12
0.0001,BMW,X5,2007,Jeep,1,Petrol,,210000,8,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Black,8,,13
640.0,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,,224077,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,7
761.0,TOYOTA,Prius,2010,Sedan,1,Hybrid,,97000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,8,,10
1079.0,HYUNDAI,Tucson,2018,Jeep,1,Diesel,,29545,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,2
0.0001,TOYOTA,Prius,2013,Sedan,0,Hybrid,,97386,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Red,8,,7
789.0,CHEVROLET,Cruze,2009,Sedan,1,Petrol,,145060,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,11
394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,179381,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,6
1537.0,TOYOTA,Highlander,2009,Jeep,1,Hybrid,,420550,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Blue,12,,11
1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,,315270,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Grey,12,,10
765.0,HYUNDAI,Tucson,2015,Jeep,1,Petrol,,0,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,0,,5
1249.0,HYUNDAI,H1,2017,Universal,1,Diesel,,129841,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,3
0.0001,HONDA,FIT,2004,Hatchback,0,Petrol,,175000,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,Silver,0,,16
1172.0,TOYOTA,Highlander,2011,Sedan,1,Hybrid,,368064,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Grey,12,,9
1363.0,MERCEDES-BENZ,ML 350,2012,Jeep,1,Diesel,,180659,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,8
1055.0,LEXUS,RX 450,2013,Jeep,1,Hybrid,,163010,6,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,7
0.0001,HYUNDAI,Sonata,2012,Sedan,0,Petrol,,86000,6,Automatic,Front,5,Left wheel,Grey,0,,8
0.0001,FORD,Transit,2010,Microbus,0,Diesel,2.2,155000,4,Manual,Front,2026-05-04 00:00:00,Left wheel,Yellow,2,1.0,10
1811.0,LEXUS,GX 460,2010,Jeep,1,Petrol,,260771,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,0,,10
862.0,HYUNDAI,H1,2011,Minivan,1,Diesel,,45984,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,9
503.0,HONDA,FIT,2012,Sedan,0,Petrol,,126400,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,5,,8
779.0,TOYOTA,Camry,2013,Sedan,1,Petrol,,350400,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,8,,7
441.0,KIA,Optima,2015,Sedan,1,Hybrid,,70936,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,5
707.0,HYUNDAI,Santa FE,2011,Jeep,1,Diesel,,143166,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,9
645.0,TOYOTA,Prius,2011,Hatchback,0,Hybrid,,14900,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,10,,9
1079.0,HYUNDAI,Sonata,2018,Sedan,1,Petrol,,13715,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,2
0.0001,TOYOTA,Prius,2013,Hatchback,0,Hybrid,,97000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,10,,7
528.0,HYUNDAI,Elantra,2014,Sedan,1,Petrol,,75000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
687.0,HYUNDAI,Elantra,2010,Sedan,1,Petrol,,113861,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,10
707.0,SSANGYONG,REXTON,2011,Jeep,1,Diesel,,138000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,9
1195.0,FORD,Transit,2008,Microbus,0,Diesel,2.2,150000,4,Manual,Front,2026-05-04 00:00:00,Left wheel,Silver,2,1.0,12
0.0001,HYUNDAI,Elantra,2011,Sedan,0,Petrol,,62000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,10,,9
831.0,HYUNDAI,Sonata,2011,Sedan,1,Petrol,,185600,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,9
