Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Fuel type,Engine volume,Mileage,Cylinders,Gear box type,Drive wheels,Doors,Wheel,Color,Airbags,Turbo,Car_Age
17663,503.0,TOYOTA,Aqua,2012,Hatchback,1,Hybrid,,58405,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,8
32045,640.0,SSANGYONG,REXTON,2013,Jeep,1,Diesel,,166016,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,7
12544,0.0001,TOYOTA,RAV 4,2001,Jeep,1,Petrol,,169000,4,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,0,,19
14113,638.0,KIA,Optima,2014,Sedan,1,Petrol,,71104,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,6
43576,730.0,SSANGYONG,Actyon,2016,Jeep,1,Diesel,,53873,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,4,,4
13328,1399.0,LEXUS,RX 450,2010,Jeep,1,Hybrid,,186005,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Silver,12,,10
17249,353.0,TOYOTA,Prius,2015,Hatchback,0,Hybrid,,166400,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Blue,12,,5
8154,0.0001,HONDA,FIT,2005,Hatchback,0,Petrol,,117000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Silver,4,,15
22894,1273.0,MERCEDES-BENZ,ML 350,2015,Jeep,1,Diesel,,79080,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Grey,12,,5
9252,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,587949,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,5
30734,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,1,Diesel,,200179,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,6
87927,1076.0,HYUNDAI,Santa FE,2020,Jeep,1,Petrol,,5900,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,0
5018,1646.0,LEXUS,GX 460,2015,Jeep,1,Petrol,,188078,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,0,,5
32929,0.0001,TOYOTA,Camry,2015,Sedan,1,Hybrid,,40000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,5
17158,531.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,,146816,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,8
23436,777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,173490,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,6
16480,1024.0,HYUNDAI,H1,2010,Universal,1,Diesel,,328034,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,10
12388,0.0001,HONDA,FIT,2012,Hatchback,0,Hybrid,,95000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Black,8,,8
33556,1211.0,BMW,X5,2010,Jeep,1,Diesel,3.0,143000,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Brown,8,1.0,10
18503,584.0,HYUNDAI,Elantra,2014,Sedan,0,Petrol,,48000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,6
17876,0.0001,BMW,X5,2003,Jeep,1,Diesel,3.0,180000,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Black,3,1.0,17
12388,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,,189530,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,10
16894,836.0,HYUNDAI,Sonata,2010,Sedan,1,Petrol,,172253,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,10
5000,0.0001,FORD,Transit,1990,Microbus,0,Diesel,,10000,4,Manual,Rear,2026-03-02 00:00:00,Left wheel,White,0,,30
17876,781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,,90000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Black,8,,8
11133,394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,179381,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,6
43952,1249.0,HYUNDAI,H1,2017,Universal,1,Diesel,,111643,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,3
30712,877.0,HYUNDAI,Tucson,2017,Jeep,1,Diesel,,50380,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,3
37580,1091.0,HYUNDAI,H1,2016,Universal,1,Diesel,,145830,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
9747,790.0,HYUNDAI,Elantra,2009,Sedan,1,Diesel,,179740,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,11
40092,730.0,SSANGYONG,Actyon,2016,Jeep,1,Petrol,,55234,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
11604,843.0,TOYOTA,Prius,2008,Sedan,0,Hybrid,,149000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,8,,12
17249,0.0001,FORD,Transit,1998,Microbus,0,Diesel,2.5,300000,4,Manual,Rear,2026-05-04 00:00:00,Left wheel,White,4,1.0,22
13764,503.0,TOYOTA,Aqua,2012,Hatchback,1,Petrol,,116453,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Yellow,4,,8
11412,645.0,CHEVROLET,Cruze,2011,Sedan,1,Petrol,,107271,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,9
10036,639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,,404507,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
27435,640.0,HYUNDAI,Tucson,2013,Jeep,1,Diesel,,167157,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,7
25402,777.0,TOYOTA,Camry,2014,Sedan,1,Petrol,,92800,6,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,10,,6
12184,446.0,HONDA,FIT,2014,Hatchback,1,Petrol,,117811,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,6
19030,271.0,TOYOTA,Aqua,2014,Universal,1,Hybrid,,66212,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,6
26858,502.0,HONDA,FIT,2013,Hatchback,1,Petrol,,55948,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,7
15994,0.0001,FORD,Fusion,2010,Sedan,1,Hybrid,,185000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,10,,10
24462,642.0,TOYOTA,Camry,2012,Sedan,1,Petrol,,172800,4,Automatic,Rear,2026-05-04 00:00:00,Left wheel,White,8,,8
12544,761.0,TOYOTA,Prius,2010,Sedan,0,Petrol,,140000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,10
100,0.0001,MERCEDES-BENZ,ML 350,2007,Jeep,1,Petrol,,200000,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Silver,8,,13
34074,777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,126970,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
12231,0.0001,TOYOTA,Prius,2008,Sedan,0,Hybrid,,223560,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,2,,12
14831,382.0,TOYOTA,Aqua,2017,Hatchback,1,Hybrid,,181474,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,3
1646,640.0,VOLKSWAGEN,Jetta,2013,Sedan,1,Diesel,,189949,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,7
11290,1266.0,HONDA,FIT,2014,Hatchback,0,Hybrid,,182000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Silver,4,,6
29950,891.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,,50079,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
19757,531.0,FORD,Fusion,2012,Sedan,1,Petrol,1.6,117000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Blue,10,1.0,8
43545,697.0,HONDA,Civic,2015,Sedan,1,Petrol,,37064,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,5
9879,1266.0,TOYOTA,Aqua,2014,Sedan,0,Hybrid,,108000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Silver,4,,6
6899,2080.0,FORD,Transit,2000,Microbus,0,Diesel,2.5,193000,4,Manual,Rear,2026-05-04 00:00:00,Left wheel,Carnelian red,2,1.0,20
10036,0.0001,BMW,X5,2000,Jeep,1,LPG,,25000,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Silver,6,,20
9408,0.0001,TOYOTA,RAV 4,1997,Jeep,0,Petrol,,140000,4,Manual,4x4,2026-05-04 00:00:00,Left wheel,Green,2,,23
38731,1249.0,HYUNDAI,H1,2017,Minivan,1,Diesel,,30066,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,3
20071,0.0001,HYUNDAI,Sonata,2013,Sedan,0,Hybrid,,21920,6,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,11,,7
1019,917.0,BMW,X5,2013,Jeep,1,Diesel,,137802,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,0,,7
21639,831.0,HYUNDAI,Elantra,2017,Sedan,1,Petrol,,16687,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,3
39226,765.0,HYUNDAI,Santa FE,2015,Jeep,1,Diesel,,147808,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,5
52034,1017.0,HYUNDAI,Santa FE,2017,Jeep,1,Diesel,,82413,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,3
784,394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,102397,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,6
43952,880.0,SSANGYONG,Actyon,2018,Jeep,1,Diesel,,73548,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,2
30,0.0001,HONDA,FIT,2004,Hatchback,0,Petrol,,150000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Silver,4,,16
10036,0.0001,TOYOTA,Prius,2006,Sedan,0,Petrol,,305600,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,0,,14
21953,1888.0,BMW,X5,2007,Jeep,1,Petrol,,216000,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Silver,12,,13
2744,751.0,HYUNDAI,Sonata,2013,Sedan,1,Hybrid,,126690,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,0,,7
2901,503.0,HONDA,Civic,2012,Jeep,1,Hybrid,,146403,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,0,,8
23521,0.0001,FORD,Transit,1996,Microbus,0,Diesel,,123000,4,Manual,Rear,2026-05-04 00:00:00,Left wheel,White,2,,24
3763,900.0,KIA,Optima,2015,Sedan,1,Petrol,,170040,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,5
52853,891.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,,89454,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,4
862,784.0,HONDA,Civic,2017,Sedan,1,Petrol,,0,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,3
36228,640.0,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,,174144,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,7
12544,1408.0,FORD,Transit,2007,Microbus,0,Diesel,2.2,100000,4,Manual,Front,2026-05-04 00:00:00,Left wheel,White,4,1.0,13
52959,1017.0,HYUNDAI,Sonata,2017,Sedan,1,Petrol,,13941,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,3
2195,586.0,TOYOTA,Prius,2012,Hatchback,1,Hybrid,,430278,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,8
40092,831.0,SSANGYONG,Actyon,2017,Jeep,1,Diesel,,52516,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,4,,3
6272,640.0,FORD,Fusion,2013,Sedan,0,Hybrid,,178000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Grey,10,,7
14700,0.0001,TOYOTA,Prius,2011,Sedan,0,Petrol,,150000,4,Variator,Rear,2026-05-04 00:00:00,Left wheel,Black,10,,9
10820,1266.0,TOYOTA,Aqua,2014,Sedan,0,Hybrid,,102000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Silver,2,,6
13485,0.0001,TOYOTA,Camry,2010,Sedan,0,Hybrid,,123000,4,Manual,Rear,2026-03-02 00:00:00,Left wheel,White,4,,10
3920,1104.0,BMW,X5,2015,Jeep,1,Diesel,,201056,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,5
25716,1017.0,VOLKSWAGEN,Jetta,2017,Sedan,1,Petrol,2.0,131200,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Grey,10,1.0,3
22715,503.0,TOYOTA,Aqua,2012,Hatchback,1,Petrol,,45000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,8
5225,247.0,HONDA,FIT,2014,Universal,1,Hybrid,,193895,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,6
19416,707.0,HYUNDAI,Sonata,2011,Sedan,1,Petrol,,175221,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,9
12544,765.0,HYUNDAI,Sonata,2015,Sedan,1,LPG,,471632,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,5
3763,1850.0,MERCEDES-BENZ,ML 350,2008,Jeep,1,Diesel,,366869,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,12
55343,1079.0,HYUNDAI,Sonata,2018,Sedan,1,Petrol,,42563,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,2
941,862.0,VOLKSWAGEN,Jetta,2011,Sedan,1,Diesel,,175389,5,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,9
11133,394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,179381,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,6
84675,915.0,BMW,X5,2014,Jeep,1,Petrol,3.0,96000,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Grey,6,1.0,6
51746,1055.0,MERCEDES-BENZ,E 350,2013,Sedan,1,Petrol,,121600,8,Automatic,Rear,2026-05-04 00:00:00,Left wheel,Grey,10,,7
1490,1399.0,MERCEDES-BENZ,E 350,2010,Sedan,1,Petrol,,249734,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Blue,12,,10
10976,988.0,TOYOTA,Prius,2007,Hatchback,0,Petrol,,90000,4,Variator,Front,5,Left wheel,Golden,8,,13
27911,1327.0,TOYOTA,RAV 4,2018,Sedan,1,Petrol,,28784,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,2
12231,836.0,HYUNDAI,Tucson,2010,Jeep,1,Diesel,,68876,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,10
14113,777.0,FORD,Fusion,2014,Sedan,0,Petrol,,134000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,6
14269,1324.0,TOYOTA,Highlander,2010,Jeep,1,Hybrid,,300366,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Blue,12,,10
11917,0.0001,TOYOTA,Aqua,2012,Hatchback,0,Hybrid,,155000,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,White,4,,8
13172,585.0,TOYOTA,Prius,2013,Hatchback,0,Hybrid,,180000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Red,8,,7
22894,1273.0,MERCEDES-BENZ,ML 350,2015,Jeep,1,Diesel,,79080,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Grey,12,,5
11604,0.0001,TOYOTA,Aqua,2013,Hatchback,1,Hybrid,,118000,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,White,4,,7
24775,0.0001,MERCEDES-BENZ,E 350,2008,Sedan,1,Petrol,,163000,6,Tiptronic,Rear,2026-05-04 00:00:00,Left wheel,Black,8,,12
15000,0.0001,VOLKSWAGEN,Jetta,2012,Sedan,0,LPG,,130000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,8,,8
3920,1104.0,BMW,X5,2015,Jeep,1,Diesel,,201056,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,0,,5
1646,1750.0,TOYOTA,Highlander,2008,Jeep,1,Hybrid,,269162,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Silver,12,,12
784,394.0,TOYOTA,Camry,2014,Sedan,1,Hybrid,,102397,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,6
50018,640.0,HYUNDAI,Santa FE,2013,Jeep,1,Diesel,,128197,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,7
12231,474.0,CHEVROLET,Cruze,2013,Sedan,0,Petrol,,112000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Red,12,,7
27463,1091.0,HYUNDAI,H1,2016,Universal,1,Diesel,,203073,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,4
13172,753.0,HYUNDAI,Sonata,2012,Sedan,0,Hybrid,,125000,4,Variator,Front,2026-05-04 00:00:00,Left wheel,Silver,10,,8
13172,891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,,577053,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Orange,4,,4
23521,0.0001,TOYOTA,Prius,2012,Hatchback,1,Hybrid,,107000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,10,,8
48403,971.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,,125629,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,4
68053,0.0001,TOYOTA,Camry,2018,Sedan,1,Petrol,,40000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,2
11604,0.0001,HONDA,FIT,2012,Hatchback,1,Petrol,,145000,4,Variator,Front,2026-05-04 00:00:00,Right-hand drive,Blue,4,,8
12544,862.0,FORD,Fusion,2011,Sedan,1,Hybrid,,82603,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,0,,9
11300,988.0,TOYOTA,Prius,2007,Sedan,0,Hybrid,,150000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Carnelian red,12,,13
36065,0.0001,HYUNDAI,Tucson,2017,Jeep,0,Petrol,,36800,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Grey,8,,3
9252,0.0001,HONDA,FIT,2007,Hatchback,0,Petrol,,146500,4,Manual,Front,2026-05-04 00:00:00,Right-hand drive,Black,2,,13
36808,640.0,SSANGYONG,REXTON,2013,Jeep,1,Diesel,,126116,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,7
10036,639.0,HYUNDAI,Sonata,2014,Sedan,1,LPG,,319850,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,6
9408,0.0001,TOYOTA,Prius,2006,Hatchback,1,Hybrid,,320000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Golden,6,,14
1019,586.0,HYUNDAI,Elantra,2012,Sedan,1,Petrol,,240560,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,8
10000,1266.0,TOYOTA,Aqua,2014,Hatchback,0,Hybrid,,98000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Brown,2,,6
81539,1935.0,LEXUS,GX 460,2016,Jeep,1,Petrol,,155976,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,White,0,,4
17249,475.0,CHEVROLET,Cruze,2012,Sedan,1,Petrol,1.4,122000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,6,1.0,8
14426,639.0,HYUNDAI,Sonata,2014,Sedan,1,Petrol,2.0,60800,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,8,1.0,6
29793,1053.0,MERCEDES-BENZ,E 350,2014,Sedan,1,Diesel,,219030,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Black,12,,6
6586,690.0,HONDA,FIT,2016,Hatchback,1,Petrol,,0,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,4
11917,530.0,FORD,Fusion,2013,Sedan,1,Petrol,,62000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Blue,6,,7
18503,0.0001,BMW,X5,2005,Jeep,1,Petrol,,270000,6,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Grey,10,,15
33243,2225.0,LEXUS,GX 460,2017,Jeep,1,Petrol,,69918,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,White,12,,3
2117,919.0,MERCEDES-BENZ,E 350,2012,Sedan,1,Diesel,,171221,6,Automatic,Rear,2026-05-04 00:00:00,Left wheel,Black,12,,8
16621,585.0,HYUNDAI,Elantra,2013,Sedan,0,Petrol,,1456394,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,8,,7
45044,765.0,SSANGYONG,REXTON,2015,Jeep,1,Diesel,,102118,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Blue,4,,5
15681,1811.0,LEXUS,GX 460,2010,Jeep,1,Petrol,,275240,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Silver,0,,10
30,0.0001,HONDA,FIT,2005,Hatchback,0,Petrol,,0,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Silver,4,,15
25729,831.0,HYUNDAI,Elantra,2017,Sedan,1,Petrol,,56378,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,3
28000,0.0001,HYUNDAI,H1,2012,Minivan,0,Diesel,2.5,196000,4,Manual,Rear,2026-05-04 00:00:00,Left wheel,White,2,1.0,8
16308,562.0,CHEVROLET,Cruze,2015,Sedan,1,Petrol,1.4,104000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Blue,10,1.0,5
12231,531.0,FORD,Fusion,2012,Sedan,0,Petrol,1.6,82000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,White,4,1.0,8
1176,1077.0,HYUNDAI,Elantra,2019,Sedan,1,Petrol,,16013,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,1
42218,1017.0,HYUNDAI,Tucson,2017,Jeep,1,Diesel,,89736,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,4,,3
18973,836.0,HYUNDAI,Elantra,2010,Sedan,1,Petrol,,123648,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Golden,4,,10
2352,1091.0,TOYOTA,Camry,2016,Sedan,1,Petrol,,78920,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,12,,4
8781,584.0,HYUNDAI,Elantra,2014,Sedan,1,Petrol,,60000,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Grey,10,,6
15681,1811.0,LEXUS,GX 460,2010,Jeep,1,Petrol,,275240,8,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Silver,0,,10
3607,781.0,TOYOTA,Camry,2012,Sedan,1,Hybrid,,156518,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,8
25716,891.0,HYUNDAI,Sonata,2016,Sedan,1,LPG,,57491,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,4,,4
33741,777.0,HYUNDAI,H1,2014,Minivan,1,Diesel,,106200,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,6
4077,919.0,BMW,X5,2012,Jeep,1,Diesel,,274098,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,White,0,,8
50196,891.0,HYUNDAI,Santa FE,2016,Jeep,1,Diesel,,117618,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,4
23521,900.0,HYUNDAI,Sonata,2015,Sedan,1,Petrol,,91200,4,Tiptronic,Front,2026-05-04 00:00:00,Left wheel,Blue,6,,5
1803,1277.0,HYUNDAI,Sonata,2018,Sedan,1,Petrol,,11314,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,12,,2
19924,640.0,HYUNDAI,Tucson,2013,Jeep,1,Diesel,,41204,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,7
29166,0.0001,HONDA,Civic,2016,Sedan,0,Petrol,,44821,4,Manual,Front,2026-05-04 00:00:00,Left wheel,White,6,,4
14426,585.0,HYUNDAI,Elantra,2013,Sedan,0,Petrol,,80000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Brown,6,,7
18826,530.0,HYUNDAI,Elantra,2013,Sedan,1,Petrol,,167137,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Grey,4,,7
19943,642.0,HYUNDAI,Tucson,2012,Jeep,1,Diesel,,102156,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,8
17249,0.0001,FORD,Transit,2009,Microbus,0,Diesel,2.2,163077,4,Manual,Front,2026-05-04 00:00:00,Left wheel,Red,2,1.0,11
39750,640.0,SSANGYONG,REXTON,2013,Jeep,1,Diesel,,94307,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,7
25032,831.0,HYUNDAI,Elantra,2017,Coupe,1,Petrol,,22607,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,3
23994,640.0,HYUNDAI,Tucson,2013,Jeep,1,Diesel,,165003,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,4,,7
36997,830.0,TOYOTA,Aqua,2019,Hatchback,1,Petrol,,2598,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,4,,1
4861,1058.0,MERCEDES-BENZ,E 350,2012,Sedan,1,Diesel,,128202,6,Automatic,Rear,2026-05-04 00:00:00,Left wheel,Black,12,,8
14247,836.0,HYUNDAI,Sonata,2010,Sedan,1,Petrol,,63655,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,4,,10
34497,0.0001,TOYOTA,RAV 4,2014,Jeep,0,Petrol,,139200,4,Tiptronic,4x4,2026-05-04 00:00:00,Left wheel,Grey,6,,6
3136,0.0001,TOYOTA,Prius,2006,Sedan,1,Hybrid,,215000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Red,6,,14
3293,900.0,KIA,Optima,2015,Sedan,1,Petrol,,150325,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,White,12,,5
13642,1172.0,MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,,64496,6,Automatic,4x4,2026-05-04 00:00:00,Left wheel,Blue,12,,9
13172,1528.0,FORD,Transit,2007,Microbus,0,Diesel,,250000,4,Manual,Rear,2026-05-04 00:00:00,Left wheel,White,0,,13
30,0.0001,HONDA,FIT,2003,Hatchback,0,Petrol,,164000,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Blue,4,,17
30,0.0001,HONDA,FIT,2005,Hatchback,0,Petrol,,0,4,Automatic,Front,2026-05-04 00:00:00,Right-hand drive,Silver,4,,15
14113,769.0,FORD,Transit,2011,Goods wagon,0,Diesel,2.2,165852,4,Manual,Front,2026-05-04 00:00:00,Left wheel,White,2,1.0,9
7500,1024.0,VOLKSWAGEN,Jetta,2010,Sedan,1,Petrol,,104000,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,8,,10
2509,530.0,FORD,Fusion,2013,Sedan,1,Petrol,,358936,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Silver,12,,7
1019,765.0,HYUNDAI,Tucson,2015,Jeep,1,Petrol,,0,4,Automatic,Front,2026-05-04 00:00:00,Left wheel,Black,0,,5
